label,tempo,time_signature,key,loudness
tango,79.53,5,4,-16.937
hard rock,114.061,7,8,-2.397
blues-rock,128.598,1,5,-11.814
glam rock,84.103,4,4,-4.99
power pop,156.074,4,11,-8.871
symphony,137.219,4,2,-22.492
jungle music,138.028,4,2,-11.216
country,74.166,5,10,-7.688
country gospel,81.809,4,7,-12.584
groove metal,150.11,4,7,-4.238
jump blues,110.323,3,3,-11.508
dance pop,187.716,4,1,-4.184
progressive trance,95.997,3,4,-11.448
happy hardcore,98.645,5,1,-12.139
country rock,67.904,4,6,-11.156
jungle music,131.578,4,8,-15.926
lovers rock,166.05,4,8,-13.898
hardcore techno,215.916,5,6,-5.434
chicago blues,118.835,1,3,-7.162
piedmont blues,106.237,4,7,-17.019
christian rock,130.716,1,7,-3.487
rap metal,90.009,4,5,-6.475
exotica,120.172,4,0,-10.727
parody,120.052,4,4,-4.732
jazz funk,0.0,3,1,-6.318
zydeco,89.67,3,5,-12.469
folk,129.354,1,3,-8.077
indie rock,117.966,1,7,-6.473
guitar,84.05,1,7,-12.468
punk,133.811,1,4,-7.654
dancehall,158.103,4,10,-7.551
bass music,91.101,4,1,-4.853
motown,128.702,4,11,-2.617
soukous,178.192,4,2,-8.774
flamenco,113.156,3,0,-8.691
trip hop,95.036,4,2,-9.65
goregrind,123.965,4,1,-6.917
blues-rock,111.492,1,0,-14.293
chicago house,119.987,3,6,-6.53
soul blues,99.238,4,10,-7.405
southern gospel,119.194,4,7,-11.536
post-grunge,103.009,4,7,-7.462
modern laika,96.024,4,3,-6.654
jazz rap,96.287,4,4,-5.911
cantonese pop,112.081,4,6,-11.786
hardcore punk,86.536,4,9,-9.614
hip house,108.831,4,6,-2.932
dance rock,120.119,4,4,-4.002
folk-pop,100.006,4,7,-14.51
dance pop,80.979,4,6,-6.518
gangster rap,180.296,4,4,-8.005
los angeles,110.666,4,10,-9.84
tango,110.551,3,2,-10.566
blue-eyed soul,122.298,4,7,-13.224
post-hardcore,200.375,5,9,-5.993
western swing,141.51,4,2,-18.184
grunge,92.012,1,1,-6.478
bubblegum pop,149.054,1,4,-8.334
reggae,181.549,4,5,-7.865
bluegrass,140.659,1,2,-9.89
bossa nova,184.964,1,11,-7.657
jazz funk,72.937,5,5,-16.336
modern rock,117.116,4,2,-4.639
latin jazz,141.45,1,4,-5.155
pop rock,86.902,5,2,-7.54
guitar,162.103,3,7,-20.446
roots rock,136.459,4,4,-5.498
quiet storm,119.903,4,0,-6.375
dance-punk,168.248,4,9,-5.991
country rock,117.076,4,9,-11.857
post-grunge,128.714,4,7,-5.371
instrumental rock,148.505,5,2,-13.179
rock steady,166.687,4,4,-10.791
black metal,106.724,3,7,-4.568
black metal,85.112,1,1,-4.059
chanson,103.77,1,5,-8.493
death metal,93.235,1,7,-3.049
latin jazz,167.951,4,6,-5.573
roots reggae,174.282,1,6,-4.812
reggae,89.998,4,6,-7.751
opera,69.538,1,0,-21.881
alternative dance,120.006,4,10,-7.693
ccm,130.64,5,9,-5.946
indie rock,145.228,4,7,-6.942
salsa,130.691,4,6,-6.017
indie rock,142.01,4,11,-4.022
visual kei,81.986,4,2,-6.533
hip hop,181.889,4,10,-4.982
europop,123.049,4,10,-19.376
garage rock,182.57,1,4,-7.268
chicago house,120.231,3,11,-13.159
texas blues,98.623,1,6,-10.72
freakbeat,85.453,1,9,-10.612
trip hop,116.423,3,2,-17.057
blue-eyed soul,117.381,4,0,-10.393
soul jazz,109.018,3,7,-8.154
power pop,115.606,4,2,-3.287
black metal,161.782,3,4,-6.241
parody,166.906,1,2,-11.931
gabba,194.704,3,9,-10.037
progressive rock,161.621,4,9,-18.533
free jazz,82.571,3,2,-12.21
religious music,41.21,4,8,-9.055
chinese music,117.892,4,11,-10.803
brill building pop,167.841,4,11,-11.359
jazz funk,78.382,3,9,-13.227
latin jazz,74.666,1,0,-12.91
latin pop,92.785,4,2,-7.582
folk rock,125.02,4,0,-5.764
blues-rock,94.304,3,7,-6.356
j pop,135.048,4,1,-13.42
ccm,141.022,4,2,-17.263
swamp rock,123.891,4,6,-16.021
bhangra,111.901,4,6,-12.392
piano blues,95.026,4,3,-21.723
soul blues,73.545,3,10,-8.301
chanson,88.018,5,4,-11.258
ccm,96.709,3,5,-21.506
dance pop,111.004,4,10,-5.304
speed metal,201.333,4,9,-5.516
turnablism,67.046,1,4,-12.838
salsa,200.534,4,2,-2.968
heavy metal,140.994,4,1,-2.769
blues-rock,108.018,4,5,-6.724
melodic hardcore,92.881,4,4,-8.672
rock,139.685,4,2,-14.409
ska punk,173.709,4,9,-12.708
chamber pop,129.488,5,8,-8.059
jazz funk,183.935,4,7,-17.92
blues-rock,125.783,4,7,-7.356
post-grunge,186.012,4,4,-5.814
dance pop,124.534,4,10,-4.854
chicago soul,85.973,4,7,-5.906
trance,185.97,4,2,-7.299
meditation,121.001,3,4,-14.094
heavy metal,149.948,4,4,-5.563
male vocalist,196.137,4,0,-6.675
blues,149.317,4,1,-7.382
chanson,42.654,4,7,-16.163
dancehall,159.798,4,4,-7.145
reggae,145.222,4,10,-15.889
rock,153.055,4,1,-7.123
tech house,95.991,4,0,-8.493
chicago soul,115.938,5,7,-6.36
soukous,122.799,4,0,-7.15
grime,79.677,4,2,-5.56
country blues,104.469,3,2,-28.946
southern rock,86.01,4,6,-4.834
western swing,185.246,5,7,-18.118
soundtrack,39.451,1,2,-15.668
disco,108.751,4,2,-12.548
chill-out,99.968,4,1,-15.305
latin jazz,111.727,1,7,-14.919
california,120.492,3,6,-8.874
cantonese pop,114.915,7,4,-13.659
dance pop,128.217,4,7,-5.16
gangster rap,200.079,4,7,-4.394
vaudeville,100.868,4,3,-19.492
pop rap,178.574,1,10,-4.166
country,64.141,1,7,-19.602
hip hop,95.386,3,11,-3.062
hip hop,100.694,4,1,-5.869
hip hop,183.58,1,5,-3.947
progressive house,125.992,4,9,-8.273
gangster rap,93.978,4,10,-3.741
chanson,150.032,4,5,-17.661
alternative rock,127.267,1,9,-4.771
german pop,120.117,4,8,-3.766
jangle pop,146.484,1,2,-8.775
cumbia,171.123,4,2,-21.854
heavy metal,240.761,4,11,-5.575
tech house,86.561,5,7,-6.519
roots reggae,162.736,4,7,-10.484
ranchera,146.654,1,5,-9.627
hard rock,146.708,4,4,-11.696
hard bop,90.306,4,5,-5.508
ccm,133.318,4,1,-10.551
new wave,139.402,3,7,-14.178
chicago blues,98.018,3,11,-9.302
opera,124.748,4,7,-16.398
dance pop,128.092,4,11,-4.465
video game music,143.951,4,6,-5.384
heavy metal,89.019,4,6,-5.152
turnablism,136.463,4,5,-9.811
eurodance,121.238,1,9,-9.894
ccm,104.856,4,10,-7.68
lovers rock,150.024,4,1,-9.917
europop,129.888,4,10,-5.306
heavy metal,156.65,1,8,-8.591
gangster rap,167.878,4,10,-4.678
post-grunge,133.912,1,7,-9.296
pop rock,123.765,3,7,-18.354
soft rock,77.977,3,2,-9.528
western swing,151.049,4,7,-20.826
brazil,164.815,4,9,-5.695
post-grunge,122.243,4,9,-7.207
speed metal,111.504,4,3,-3.258
ska punk,126.464,1,7,-5.084
jazz fusion,193.84,7,5,-10.284
folk metal,129.626,4,2,-14.04
pop rock,159.552,4,7,-9.727
dancehall,168.013,4,1,-6.016
cumbia,121.91,4,5,-7.877
trip hop,131.078,4,0,-6.695
chanson,149.259,4,7,-8.25
vocal jazz,103.077,3,0,-20.302
blues-rock,152.041,4,7,-3.942
urban,143.986,4,9,-6.129
bluegrass,223.34,4,7,-5.864
cumbia,127.803,4,7,-6.107
instrumental pop,65.852,4,0,-14.286
latin jazz,85.7,3,9,-12.026
congo,130.126,5,9,-3.871
pop punk,194.532,3,3,-2.192
post-grunge,95.11,4,9,-2.679
gangster rap,93.174,4,9,-9.725
future jazz,88.4,5,3,-2.928
celtic punk,168.21,4,9,-3.918
harmonica blues,119.644,4,9,-8.096
technical death metal,150.163,4,4,-3.961
hardcore punk,186.159,4,11,-9.96
brill building pop,132.109,4,10,-10.872
ccm,139.23,4,6,-13.991
dance pop,90.915,4,8,-8.246
chanson,38.644,4,1,-10.621
dancehall,125.618,4,9,-7.286
chanson,89.168,4,11,-13.578
reggae,220.104,3,9,-5.286
modern laika,131.991,4,8,-8.301
ccm,122.421,4,2,-10.42
german pop,140.264,4,1,-7.768
ccm,161.405,4,1,-10.486
chamber jazz,128.298,1,2,-9.057
soukous,186.121,5,1,-7.998
rap rock,116.282,4,2,-10.557
broken beat,142.911,4,0,-6.025
power pop,173.357,4,1,-6.618
blues-rock,136.932,4,2,-6.067
hip hop,115.139,5,9,-6.61
doom metal,124.078,3,4,-6.163
gangster rap,161.976,4,4,-6.83
roots reggae,140.048,4,1,-15.076
zydeco,151.493,4,9,-6.199
hard rock,88.127,4,7,-3.257
jungle music,172.02,4,2,-10.62
blues-rock,97.342,4,0,-9.978
roots reggae,145.055,1,1,-13.192
chanson,91.008,5,3,-5.896
charanga,93.961,3,5,-5.129
indie rock,150.155,4,7,-7.163
grunge,150.83,3,2,-7.442
doom metal,97.916,7,2,-11.31
grindcore,140.951,3,4,-6.206
samba,121.596,4,7,-9.905
chamber pop,80.023,4,7,-8.878
early music,77.754,3,0,-10.997
roots reggae,160.04,4,8,-13.633
instrumental rock,79.35,7,2,-23.519
hard trance,77.692,1,11,-13.816
opera,106.504,4,1,-20.082
alternative rock,62.894,1,11,-13.163
hard trance,186.582,1,2,-8.826
hard house,133.953,1,10,-18.935
jazz,182.774,4,0,-10.494
future jazz,155.526,5,9,-17.437
roots reggae,121.284,1,11,-11.706
dancehall,95.021,4,6,-13.762
grunge,158.517,4,4,-7.996
ccm,153.642,4,0,-10.239
ccm,103.807,4,10,-1.723
ballad,99.995,4,11,-3.593
rap rock,151.805,4,7,-5.4
post-grunge,154.211,3,6,-5.654
turnablism,76.166,5,10,-5.716
irish,49.171,4,5,-29.521
german pop,180.8,4,0,-11.567
happy hardcore,68.936,1,2,-5.111
bhangra,107.011,4,4,-4.736
hip hop,166.037,4,7,-5.227
power pop,133.607,4,11,-5.419
cumbia,88.343,4,0,-12.384
roots reggae,156.972,4,0,-10.475
smooth jazz,122.623,3,7,-9.433
gangster rap,85.366,4,1,-2.844
gospel,100.081,4,8,-6.677
post-grunge,127.707,4,7,-8.311
roots reggae,146.02,4,7,-8.815
dancehall,94.958,4,8,-11.71
jazz funk,98.436,5,2,-8.4
roots reggae,88.329,3,1,-23.684
techno,205.972,4,2,-8.788
rockabilly,119.963,1,0,-11.537
western swing,74.665,3,2,-19.991
hardcore punk,121.805,4,9,-5.098
symphony,59.478,5,5,-24.986
soul jazz,117.298,4,6,-13.613
country rock,109.154,1,1,-12.806
ska punk,170.412,1,0,-1.977
gangster rap,103.433,4,6,-5.627
german pop,155.735,1,10,-4.398
chanson,110.178,4,0,-7.683
chamber jazz,106.117,4,3,-23.771
country rock,83.053,3,11,-16.399
jazz rap,95.301,4,1,-15.55
lovers rock,154.356,4,1,-7.622
alternative rock,124.22,4,9,-5.8
stoner metal,146.683,4,2,-5.75
roots reggae,163.848,4,3,-13.688
grunge,105.826,4,1,-6.89
hard trance,116.432,4,7,-11.212
tech house,128.022,4,10,-5.378
country gospel,104.799,4,10,-11.611
latin pop,102.399,4,11,-5.962
alternative rock,177.093,1,7,-10.99
experimental rock,105.288,1,4,-13.11
blues-rock,102.533,3,9,-21.361
zouk,111.95,4,2,-4.613
blues-rock,163.204,4,5,-8.311
rap,93.988,4,7,-5.871
singer-songwriter,151.936,4,11,-6.81
salsa,83.905,5,0,-15.732
alternative country,122.022,4,1,-10.002
dance rock,128.976,4,2,-7.168
chill-out,118.268,1,11,-9.823
smooth jazz,141.652,7,2,-13.074
country rock,88.947,3,5,-6.652
delta blues,103.206,4,3,-5.762
disco,126.984,4,9,-6.992
country rock,96.027,3,11,-14.301
orchestra,130.091,3,5,-9.344
twee pop,137.342,4,5,-10.175
zydeco,116.517,4,7,-4.231
blues-rock,132.115,1,0,-10.241
progressive trance,134.21,4,7,-9.535
gangster rap,95.464,4,6,-3.38
eurodance,140.013,4,9,-5.085
reggae,211.986,4,0,-6.874
indie rock,78.134,4,2,-9.073
early music,92.924,4,2,-15.872
brill building pop,73.183,5,2,-15.754
stand-up comedy,62.018,1,4,-12.149
freakbeat,129.393,1,7,-8.251
blues-rock,118.372,4,9,-7.183
irish folk,92.326,4,1,-21.511
comedy,105.129,4,10,-15.661
smooth jazz,117.311,3,2,-13.345
zydeco,111.542,1,8,-23.347
hip hop,109.135,1,2,-13.276
post-grunge,97.643,4,7,-7.711
dance rock,125.088,4,11,-7.165
glam rock,150.116,4,7,-5.425
urban folk,119.066,4,9,-7.46
blues-rock,93.532,4,2,-5.807
gothic rock,137.846,4,11,-6.942
visual kei,199.747,4,1,-5.041
roots reggae,88.355,3,9,-11.837
dirty south rap,87.716,4,9,-16.408
dubstep,87.99,4,6,-6.481
dance pop,137.935,4,0,-5.243
rock,104.521,4,4,-11.947
hip pop,131.784,4,7,-9.839
bhangra,98.824,4,8,-13.242
chanson,180.588,1,0,-14.252
cumbia,94.977,4,2,-10.823
soundtrack,188.068,3,5,-17.169
pop rock,127.923,4,7,-7.564
dance rock,170.003,4,7,-3.545
jazz funk,91.89,4,11,-4.181
blues-rock,106.269,1,8,-20.026
christian metal,168.193,4,0,-8.432
modern rock,124.346,1,2,-20.02
cabaret,167.477,3,5,-14.23
post-hardcore,100.331,7,3,-6.465
tech house,219.826,3,2,-14.443
celtic,177.841,4,2,-14.233
all-female,101.166,4,0,-14.669
latin jazz,66.907,1,7,-24.422
rock,99.565,4,7,-10.794
disco,131.729,4,9,-13.115
electronic,106.413,1,8,-14.338
gospel,115.371,1,7,-14.173
gospel,88.908,7,8,-17.242
dancehall,170.781,1,3,-15.0
smooth jazz,150.784,3,9,-28.2
teen pop,138.364,1,1,-4.165
protopunk,107.433,3,7,-7.329
groove metal,69.792,3,11,-3.884
alternative metal,156.222,4,0,-10.491
folk-pop,123.997,4,3,-10.468
visual kei,124.014,4,1,-6.255
tech house,110.04,4,5,-8.069
rock steady,150.302,4,6,-13.686
british invasion,91.453,4,2,-9.769
easy listening,100.0,4,4,-18.86
latin jazz,138.732,5,2,-11.4
country rock,129.714,4,11,-13.569
country rock,87.136,4,2,-13.311
jungle music,145.478,5,5,-3.352
louisiana blues,96.874,4,3,-14.445
greek,99.955,1,0,-7.306
lovers rock,84.998,4,8,-12.471
europop,110.013,4,7,-6.917
indie rock,125.057,4,8,-7.078
hard trance,123.81,5,5,-7.404
jazz funk,42.106,4,5,-14.206
soukous,136.248,4,11,-12.338
hip hop,94.905,4,2,-8.328
samba,101.059,4,6,-6.069
cantonese pop,116.043,7,1,-10.623
cumbia,120.064,4,0,-7.705
hardcore punk,124.481,3,4,-6.419
congo,134.046,4,7,-6.451
brazilian jazz,224.247,7,5,-10.623
rock 'n roll,105.025,4,9,-16.136
future jazz,107.412,4,7,-14.157
country blues,180.137,1,11,-16.063
brazilian pop music,129.591,4,7,-17.307
progressive house,172.172,4,0,-8.085
space age pop,84.496,5,0,-14.736
delta blues,164.387,3,4,-14.188
art rock,128.134,4,2,-4.854
blues-rock,126.191,4,4,-8.748
blues-rock,74.601,4,9,-14.755
blues-rock,123.633,4,7,-6.427
experimental rock,144.562,4,0,-14.002
folk-pop,80.167,1,1,-21.177
stand-up comedy,240.314,1,9,-15.655
chinese music,94.276,4,0,-8.78
congo,112.752,4,2,-13.89
hip house,103.432,4,4,-11.516
garage rock,90.148,4,6,-3.985
chinese music,160.027,4,2,-7.717
pop rock,129.781,1,3,-6.643
new wave,103.637,1,1,-9.503
rock,82.909,4,2,-6.467
alternative dance,122.484,4,0,-5.721
chill-out,154.093,4,6,-4.272
country blues,146.569,4,10,-8.032
blue-eyed soul,160.663,4,0,-13.626
jump blues,88.109,4,10,-13.984
experimental rock,134.075,4,9,-11.524
ccm,82.604,3,2,-11.528
orchestra,116.716,4,5,-16.538
dance rock,137.068,4,0,-12.679
gangster rap,86.056,4,8,-12.088
chill-out,56.306,1,7,-27.369
pop,119.683,3,6,-12.1
blues-rock,108.662,1,5,-10.943
europop,122.965,4,6,-11.338
hip house,122.91,4,6,-21.761
celtic rock,85.399,4,3,-10.648
singer-songwriter,174.268,4,0,-6.601
dancehall,126.682,3,1,-5.977
brazilian jazz,157.95,4,5,-13.812
blues-rock,99.435,4,0,-14.073
future jazz,105.218,4,3,-19.814
space age pop,88.967,3,7,-9.853
dark ambient,91.695,3,10,-14.775
hip hop,99.566,4,2,-9.495
dance pop,128.077,4,5,-5.704
dance pop,106.919,4,6,-4.947
dance pop,85.331,3,0,-3.738
country rock,152.729,4,9,-13.771
dubstep,133.005,4,11,-5.431
easy listening,178.716,4,8,-13.778
hardcore punk,132.045,3,10,-3.619
instrumental pop,157.582,4,0,-17.337
rapcore,202.829,4,7,-11.448
french pop,110.5,1,8,-6.828
exotica,85.765,4,6,-17.114
bass music,106.659,4,6,-4.68
blues-rock,79.428,4,2,-6.873
flamenco,124.186,3,4,-16.427
greek,120.103,3,6,-5.065
progressive trance,120.25,3,2,-4.462
trip hop,104.783,4,5,-6.855
brutal death metal,109.051,4,9,-15.586
j pop,121.968,4,11,-6.01
blue-eyed soul,146.913,1,7,-11.027
trip hop,86.589,4,4,-10.718
hip hop,87.897,4,1,-9.532
blues-rock,221.858,4,4,-10.261
easy listening,100.296,4,0,-14.088
broken beat,117.973,1,3,-4.573
chicago soul,103.088,1,6,-11.803
chicago blues,79.912,4,7,-27.858
garage rock,75.706,4,0,-8.392
reggaeton,158.007,4,11,-7.123
chanson,172.061,7,7,-9.76
delta blues,158.455,4,9,-15.571
symphony,119.711,4,9,-8.686
honky tonk,155.05,1,3,-11.433
blues-rock,91.859,4,9,-12.767
flamenco,158.479,4,10,-8.07
soft rock,80.999,7,3,-14.403
dirty south rap,100.026,4,7,-4.018
comedy,100.018,4,2,-16.334
hard rock,106.896,4,3,-5.912
hard rock,177.152,4,4,-4.65
digital hardcore,194.53,4,11,-3.909
country blues,217.289,1,4,-6.028
ghetto tech,84.64,5,10,-10.971
opera,109.158,4,6,-23.73
blue-eyed soul,72.656,3,0,-10.288
irish folk,105.852,1,0,-13.289
funk metal,0.0,0,0,-8.792
meditation,110.1,4,10,-15.968
country gospel,95.655,4,10,-14.172
post-grunge,156.028,4,2,-4.768
glam rock,130.459,4,10,-5.853
flamenco,147.886,4,9,-5.343
samba,173.652,4,2,-5.647
blues-rock,112.781,4,5,-12.239
country blues,101.577,4,7,-13.881
ranchera,98.063,4,0,-8.888
tejano,189.758,4,8,-7.787
country rock,174.785,4,0,-12.193
motown,166.026,4,11,-8.43
latin jazz,61.018,1,0,-14.818
horror punk,93.021,4,7,-3.525
big beat,130.016,4,0,-6.883
nu metal,101.923,4,6,-5.173
jazz,125.47,4,7,-7.632
gangster rap,88.064,4,11,-12.042
opera,103.929,3,1,-20.18
hip hop,150.063,4,7,-5.106
gaita,179.665,1,9,-8.173
smooth jazz,135.87,4,9,-7.284
instrumental pop,128.972,4,5,-8.424
tech house,124.988,4,10,-8.586
jungle music,188.947,5,11,-11.601
jazz funk,129.245,3,9,-8.016
new romantic,122.004,4,4,-8.712
country rock,119.649,5,9,-11.252
sludge metal,98.763,4,3,-9.213
folk-pop,110.595,4,7,-17.222
pop rock,130.017,4,1,-8.907
future jazz,41.985,4,1,-12.43
jazz,92.215,1,7,-6.605
chanson,150.096,5,0,-6.301
dancehall,165.111,4,0,-9.881
roots reggae,161.721,4,1,-9.256
folk-pop,117.316,4,9,-13.551
texas blues,111.834,4,9,-13.277
texas blues,153.765,4,3,-19.24
country gospel,95.781,4,5,-12.324
flamenco,133.324,4,2,-9.013
disco,182.922,3,4,-7.548
rap rock,200.004,4,2,-5.852
chanson,89.394,4,10,-15.406
blues-rock,78.213,4,11,-8.287
grime,93.957,4,1,-5.414
blues-rock,76.096,1,2,-5.763
exotica,112.067,4,10,-12.565
future jazz,99.587,4,7,-14.647
chicago blues,101.713,1,7,-14.663
piedmont blues,117.625,4,2,-19.569
ballad,109.731,4,11,-10.015
blues-rock,114.168,1,4,-12.473
cantonese pop,115.449,4,6,-8.006
easy listening,134.857,4,8,-14.179
neo-progressive,129.277,4,2,-10.06
bluegrass,147.928,4,2,-6.986
ranchera,84.273,1,4,-12.972
dancehall,127.876,5,0,-5.404
thrash core,94.069,4,8,-4.786
irish folk,224.471,1,1,-26.343
electronica,129.047,4,10,-11.291
soukous,197.038,4,0,-17.958
garage rock,162.954,1,2,-8.383
roots reggae,85.746,4,2,-13.05
tech house,127.974,3,0,-4.045
blues-rock,94.082,4,2,-7.119
vocal jazz,135.238,4,0,-10.527
industrial rock,100.009,4,6,-9.087
patriotic,83.15,4,6,-20.696
british pop,121.354,3,10,-4.422
bhangra,95.889,4,9,-5.041
art rock,121.071,3,5,-8.895
electronic,127.984,4,8,-9.219
dancehall,88.897,4,9,-10.846
ccm,162.002,4,2,-5.202
country gospel,110.167,4,1,-12.37
disco,106.542,1,7,-11.477
punk,156.079,1,7,-11.661
motown,97.845,4,8,-28.475
comedy rock,169.237,4,1,-3.492
gaita,113.569,4,7,-5.698
post-grunge,209.739,4,2,-5.429
country blues,73.979,3,11,-11.552
tech house,124.976,4,11,-10.201
pop rock,122.22,4,4,-4.199
instrumental pop,84.969,1,9,-9.516
blues,88.745,3,1,-8.758
post-grunge,147.508,4,0,-12.987
meditation,134.491,3,9,-16.389
ska,115.737,5,0,-6.176
honky tonk,93.312,1,3,-13.141
comedy,105.006,5,4,-14.031
dubstep,90.882,4,10,-6.033
post-hardcore,160.783,4,11,-6.338
reggae,180.876,4,1,-15.015
southern gospel,101.913,4,11,-12.347
jazz rap,144.067,4,3,-6.453
freakbeat,132.337,3,7,-6.826
piano rock,124.534,3,5,-8.096
doo-wop,75.22,5,1,-13.818
brazilian pop music,144.162,3,2,-9.813
country rock,89.219,3,4,-10.38
salsa,179.587,1,11,-13.805
chicago blues,108.009,4,6,-6.574
country rock,106.854,3,2,-10.247
country rock,148.653,4,2,-13.321
pop rap,124.022,4,4,-2.45
ethnic,136.726,4,9,-12.852
progressive house,87.995,1,4,-8.92
brazilian pop music,115.781,4,2,-12.209
tech house,100.042,4,0,-8.913
noise rock,79.709,4,9,-3.237
reggae,148.712,4,11,-5.356
chicago blues,159.668,4,1,-7.164
blues,107.455,3,4,-7.343
ccm,135.989,5,11,-10.012
ccm,103.634,4,7,-16.196
heartland rock,103.731,4,9,-15.161
lullaby,111.903,4,2,-16.41
alternative rock,154.286,1,7,-7.594
hip hop,86.007,4,0,-5.92
broken beat,127.582,1,6,-13.891
soft rock,98.001,4,7,-3.723
cumbia,109.982,4,9,-4.392
comedy,78.139,4,0,-14.218
folk rock,84.437,1,7,-8.844
chanson,148.642,4,2,-8.508
deep house,115.862,4,10,-8.178
hip hop,197.152,4,6,-6.265
post-grunge,120.008,4,11,-6.421
doom metal,162.676,7,3,-16.468
melbourne,166.124,4,1,-6.735
salsa,105.459,1,0,-11.106
hard trance,197.831,1,9,-4.439
blues-rock,175.663,3,0,-12.797
parody,106.127,4,5,-16.241
electric blues,122.019,4,0,-9.31
chanson,149.591,4,11,-5.612
industrial dance,120.042,4,11,-3.382
miami bass,90.071,4,11,-16.376
trip hop,116.539,4,9,-20.832
experimental rock,130.826,5,9,-13.753
progressive house,95.869,4,2,-34.703
ccm,125.95,4,6,-6.477
rock,107.042,4,2,-7.045
instrumental pop,93.848,4,6,-11.241
downtempo,100.01,4,1,-9.199
ghetto tech,132.002,4,3,-12.611
disco,122.026,4,7,-7.29
los angeles,111.267,4,3,-19.76
chanson,106.07,4,10,-14.393
country blues,110.691,4,2,-20.444
post-grunge,103.647,4,4,-12.637
heavy metal,122.495,4,2,-6.671
blues-rock,167.263,1,1,-6.216
experimental pop,133.981,4,5,-4.003
hip hop,87.005,4,7,-7.359
dream pop,161.196,1,9,-7.42
chinese music,64.734,7,1,-5.355
broken beat,51.265,1,7,-12.891
dance rock,103.427,3,0,-8.26
soft rock,123.943,4,0,-8.238
disco,59.253,1,10,-21.997
rap metal,182.98,4,6,-4.487
blues,97.302,1,5,-16.077
latin jazz,128.664,1,0,-19.87
pop folk,113.063,4,7,-6.572
post-grunge,157.001,4,6,-4.773
singer-songwriter,98.623,4,7,-7.716
rock,104.02,4,11,-7.632
freestyle,220.031,4,10,-6.209
doo-wop,103.189,4,3,-8.882
chicago soul,94.672,4,2,-15.314
hip hop,115.949,5,11,-10.69
chill-out,117.993,3,7,-9.472
heartland rock,137.149,4,4,-12.172
southern gospel,145.16,3,10,-10.786
grunge,101.544,4,10,-7.986
dance rock,130.013,4,11,-4.833
country rock,103.053,5,0,-17.772
hardcore hip hop,82.634,4,10,-10.575
power pop,125.1,4,9,-9.224
meditation,21.438,1,2,-24.773
hip hop,91.97,4,1,-4.952
thrash core,146.454,4,1,-3.8
irish,79.05,7,0,-17.472
melbourne,89.696,3,7,-5.967
hard trance,110.768,4,5,-9.035
neofolk,105.982,4,7,-11.96
post-grunge,135.958,4,5,-5.15
experimental rock,132.595,1,9,-6.862
glitch,93.32,5,5,-15.644
ccm,126.555,4,2,-13.341
boogaloo,89.848,1,8,-15.605
lovers rock,165.271,4,9,-7.64
europop,142.946,5,10,-3.198
humppa,155.049,4,11,-8.228
indie rock,106.002,4,9,-6.621
folk-pop,66.595,1,1,-8.274
beat,92.277,4,2,-11.19
sympho black metal,122.0,4,2,-6.994
jazz funk,110.167,4,4,-29.692
heavy metal,150.012,4,7,-6.51
hip hop,98.0,4,2,-5.19
italian disco,127.882,4,1,-8.341
british pop,84.956,4,5,-6.465
new romantic,152.02,4,6,-10.481
hardstyle,120.954,4,2,-8.637
stoner metal,159.212,3,4,-19.368
tech house,116.829,4,4,-10.164
blue-eyed soul,177.598,4,0,-11.854
ska punk,145.18,4,10,-2.323
charanga,91.488,4,5,-9.89
swamp blues,85.006,4,5,-11.777
garage rock,165.294,4,9,-11.74
marrabenta,78.666,7,0,-12.354
zouk,85.94,4,11,-5.477
singer-songwriter,101.663,4,7,-7.884
chanson,79.042,5,8,-15.404
easy listening,110.674,1,0,-18.086
twee pop,189.825,4,11,-6.186
indietronica,140.056,3,4,-16.765
bossa nova,84.72,4,10,-13.397
black metal,112.277,4,10,-4.061
power pop,120.521,4,9,-10.815
country gospel,71.533,4,2,-11.58
banda,101.624,3,4,-17.13
happy hardcore,118.796,1,5,-6.828
